Date,Open,High,Low,Close,Adj Close,Volume
2008-01-03,0.000330,0.000330,0.000330,0.000330,-Infinity,253
2008-01-04,0.000330,0.000330,0.000330,0.000330,-Infinity,1523
2008-01-07,0.000330,0.000330,0.000330,0.000330,-Infinity,3712
2008-01-08,0.000330,0.000330,0.000330,0.000330,-Infinity,1674
2008-01-09,0.000330,0.000330,0.000330,0.000330,-Infinity,6725
2008-01-10,0.000330,0.000330,0.000330,0.000330,-Infinity,6998
2008-01-11,0.000330,0.000330,0.000330,0.000330,-Infinity,4459
2008-01-14,0.000330,0.000330,0.000330,0.000330,-Infinity,6432
2008-01-15,0.000330,0.000330,0.000310,0.000330,-Infinity,2340
2008-01-16,0.000320,0.000330,0.000310,0.000320,-Infinity,2950
2008-01-17,0.000320,0.000320,0.000320,0.000320,-Infinity,2110
2008-01-18,0.000320,0.000330,0.000320,0.000320,-Infinity,1510
2008-01-21,0.000320,0.000320,0.000320,0.000320,-Infinity,70
2008-01-22,0.000310,0.000320,0.000310,0.000310,-Infinity,27680
2008-01-23,0.000310,0.000310,0.000310,0.000310,-Infinity,2162
2008-01-24,0.000310,0.000320,0.000310,0.000310,-Infinity,1213
2008-01-25,0.000310,0.000310,0.000310,0.000310,-Infinity,959
2008-01-28,0.000310,0.000310,0.000310,0.000310,-Infinity,408
2008-01-29,0.000310,0.000310,0.000310,0.000310,-Infinity,10770
2008-01-30,0.000310,0.000320,0.000310,0.000310,-Infinity,2803
2008-01-31,0.000310,0.000310,0.000310,0.000310,-Infinity,3887
2008-02-01,0.000310,0.000320,0.000310,0.000310,-Infinity,20320
2008-02-06,0.000310,0.000320,0.000310,0.000310,-Infinity,655
2008-02-07,0.000310,0.000310,0.000310,0.000310,-Infinity,947
2008-02-08,0.000310,0.000310,0.000310,0.000310,-Infinity,429
2008-02-11,0.000310,0.000310,0.000310,0.000310,-Infinity,10600
2008-02-12,0.000310,0.000310,0.000310,0.000310,-Infinity,24122
2008-02-13,0.000310,0.000310,0.000310,0.000310,-Infinity,14902
2008-02-14,0.000310,0.000310,0.000310,0.000310,-Infinity,1378
2008-02-15,0.000310,0.000310,0.000310,0.000310,-Infinity,1856
2008-02-18,0.000310,0.000310,0.000310,0.000310,-Infinity,568
2008-02-19,0.000310,0.000310,0.000310,0.000310,-Infinity,5524
2008-02-20,0.000310,0.000310,0.000310,0.000310,-Infinity,8845
2008-02-21,0.000310,0.000310,0.000310,0.000310,-Infinity,573
2008-02-22,0.000310,0.000320,0.000310,0.000310,-Infinity,1774
2008-02-25,0.000310,0.000310,0.000310,0.000310,-Infinity,2012
2008-02-26,0.000300,0.000310,0.000300,0.000300,-Infinity,3024
2008-02-27,0.000300,0.000300,0.000300,0.000300,-Infinity,1050
2008-02-28,0.000300,0.000300,0.000300,0.000300,-Infinity,1626
2008-02-29,0.000310,0.000310,0.000300,0.000310,-Infinity,3145
2008-03-03,0.000300,0.000300,0.000300,0.000300,-Infinity,9212
2008-03-04,0.000300,0.000300,0.000300,0.000300,-Infinity,55405
2008-03-05,0.000300,0.000300,0.000300,0.000300,-Infinity,15420
2008-03-06,0.000300,0.000300,0.000300,0.000300,-Infinity,2027
2008-03-07,0.000300,0.000300,0.000300,0.000300,-Infinity,100
2008-03-10,0.000300,0.000300,0.000300,0.000300,-Infinity,125
2008-03-11,0.000300,0.000300,0.000300,0.000300,-Infinity,111
2008-03-12,0.000300,0.000300,0.000300,0.000300,-Infinity,6147
2008-03-13,0.000300,0.000300,0.000300,0.000300,-Infinity,3274
2008-03-14,0.000300,0.000300,0.000300,0.000300,-Infinity,1000
2008-03-17,0.000300,0.000300,0.000300,0.000300,-Infinity,138
2008-03-18,0.000300,0.000310,0.000300,0.000300,-Infinity,1272
2008-03-24,0.000300,0.000300,0.000300,0.000300,-Infinity,500
2008-03-25,0.000300,0.000300,0.000300,0.000300,-Infinity,848
2008-03-26,0.000300,0.000300,0.000300,0.000300,-Infinity,1253
2008-03-27,0.000300,0.000300,0.000300,0.000300,-Infinity,1355
2008-03-28,0.000290,0.000300,0.000280,0.000290,-Infinity,4321
2008-03-31,0.000270,0.000290,0.000260,0.000270,-Infinity,7549
2008-04-01,26.750000,26.750000,26.750000,26.750000,-Infinity,0
2008-04-02,0.000260,0.000260,0.000260,0.000260,-Infinity,1830
2008-04-03,0.000260,0.000270,0.000260,0.000260,-Infinity,18671
2008-04-04,0.000260,0.000260,0.000260,0.000260,-Infinity,1740
2008-04-07,0.000260,0.000260,0.000260,0.000260,-Infinity,2449
2008-04-08,0.000260,0.000260,0.000260,0.000260,-Infinity,955
2008-04-09,0.000260,0.000260,0.000260,0.000260,-Infinity,140
2008-04-10,0.000260,0.000260,0.000260,0.000260,-Infinity,1480
2008-04-11,0.000260,0.000260,0.000260,0.000260,-Infinity,406
2008-04-14,26.010000,26.010000,26.010000,26.010000,-Infinity,0
2008-04-15,0.000260,0.000260,0.000260,0.000260,-Infinity,2237
2008-04-16,0.000260,0.000260,0.000260,0.000260,-Infinity,1000
2008-04-17,0.000260,0.000260,0.000260,0.000260,-Infinity,1746
2008-04-18,0.000260,0.000260,0.000260,0.000260,-Infinity,24840
2008-04-21,0.000250,0.000260,0.000250,0.000250,-Infinity,2100
2008-04-22,0.000250,0.000250,0.000250,0.000250,-Infinity,1850
2008-04-23,0.000240,0.000250,0.000240,0.000240,-Infinity,2204
2008-04-24,0.000240,0.000240,0.000240,0.000240,-Infinity,534
2008-04-25,24.000000,24.000000,24.000000,24.000000,-Infinity,0
2008-04-28,0.000240,0.000240,0.000240,0.000240,-Infinity,937
2008-04-29,24.000000,24.000000,24.000000,24.000000,-Infinity,0
2008-04-30,0.000240,0.000240,0.000230,0.000240,-Infinity,2500
2008-05-02,0.000240,0.000240,0.000240,0.000240,-Infinity,428
2008-05-06,0.000230,0.000240,0.000230,0.000230,-Infinity,867
2008-05-07,0.000230,0.000240,0.000230,0.000230,-Infinity,2632
2008-05-08,0.000230,0.000230,0.000230,0.000230,-Infinity,4924
2008-05-09,0.000230,0.000230,0.000230,0.000230,-Infinity,2791
2008-05-12,0.000230,0.000230,0.000230,0.000230,-Infinity,1768
2008-05-13,0.000230,0.000230,0.000230,0.000230,-Infinity,2927
2008-05-14,0.000230,0.000230,0.000230,0.000230,-Infinity,1000
2008-05-15,23.000000,23.000000,23.000000,23.000000,-Infinity,0
2008-05-16,0.000230,0.000230,0.000230,0.000230,-Infinity,1040
2008-05-19,0.000230,0.000230,0.000230,0.000230,-Infinity,20499
2008-05-20,0.000230,0.000230,0.000230,0.000230,-Infinity,15565
2008-05-21,0.000230,0.000230,0.000230,0.000230,-Infinity,3266
2008-05-22,0.000230,0.000230,0.000230,0.000230,-Infinity,6090
2008-05-23,0.000220,0.000230,0.000220,0.000220,-Infinity,57382
2008-05-27,0.000220,0.000220,0.000220,0.000220,-Infinity,1099
2008-05-28,0.000220,0.000220,0.000220,0.000220,-Infinity,3656
2008-05-29,0.000220,0.000220,0.000220,0.000220,-Infinity,18743
2008-05-30,0.000220,0.000220,0.000220,0.000220,-Infinity,700
2008-06-02,0.000220,0.000220,0.000220,0.000220,-Infinity,140
2008-06-03,0.000220,0.000220,0.000220,0.000220,-Infinity,42
